kind,path,size_bytes,size_readable
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docx\text\__pycache__,81073,79.17 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\tests\__pycache__,80676,78.79 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__,80623,78.73 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\index\__pycache__,80034,78.16 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\network\__pycache__,79087,77.23 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\__pycache__,78405,76.57 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\interchange\__pycache__,77730,75.91 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\tools\__pycache__,76802,75.00 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pytz\__pycache__,76517,74.72 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sqlalchemy\__pycache__,75514,73.74 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\lxml\__pycache__,75470,73.70 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\workbook\__pycache__,74941,73.18 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__,74867,73.11 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\rapidfuzz\__pycache__,74156,72.42 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\anyio\streams\__pycache__,73774,72.04 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\scalar\timestamp\methods\__pycache__,73545,71.82 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\models\__pycache__,73239,71.52 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\io\sas\__pycache__,72822,71.12 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\util\__pycache__,72709,71.00 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\alembic\testing\__pycache__,71790,70.11 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sqlalchemy\testing\plugin\__pycache__,71172,69.50 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docx\oxml\text\__pycache__,71084,69.42 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\starlette\middleware\__pycache__,70792,69.13 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sqlalchemy\testing\fixtures\__pycache__,69677,68.04 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\anyio\abc\__pycache__,67365,65.79 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\floating\__pycache__,66453,64.90 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docxtpl\__pycache__,66183,64.63 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\alembic\util\__pycache__,66170,64.62 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\dtypes\cast\__pycache__,66168,64.62 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\boolean\__pycache__,65752,64.21 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\metadata\__pycache__,64852,63.33 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\string_\__pycache__,64059,62.56 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\fastapi\openapi\__pycache__,63503,62.01 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\fft\tests\__pycache__,62923,61.45 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\uvicorn\protocols\http\__pycache__,62119,60.66 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\watchfiles\__pycache__,61170,59.74 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\msgpack\__pycache__,60761,59.34 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\distro\__pycache__,59252,57.86 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\alembic\__pycache__,58834,57.46 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\ops\__pycache__,58653,57.28 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__,58539,57.17 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\colorama\tests\__pycache__,58455,57.08 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pydantic\deprecated\__pycache__,57612,56.26 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\extension\decimal\__pycache__,56565,55.24 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\array_algos\__pycache__,55312,54.02 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\packaging\licenses\__pycache__,55286,53.99 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\io\parser\dtypes\__pycache__,55043,53.75 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\descriptors\__pycache__,53299,52.05 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\dotenv\__pycache__,51770,50.56 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources\__pycache__,51562,50.35 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__,51535,50.33 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\fastapi\security\__pycache__,51362,50.16 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__,51361,50.16 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\interchange\__pycache__,50998,49.80 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tseries\__pycache__,50979,49.78 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__,50655,49.47 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\frame\constructors\__pycache__,50639,49.45 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\packaging\__pycache__,50174,49.00 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\indexes\period\methods\__pycache__,49974,48.80 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\_config\__pycache__,49696,48.53 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\extension\json\__pycache__,49002,47.85 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\indexes\datetimelike_\__pycache__,48702,47.56 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\scalar\__pycache__,48549,47.41 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\operations\__pycache__,48213,47.08 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\indexes\base_class\__pycache__,47205,46.10 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\urllib3\packages\__pycache__,46654,45.56 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\uvicorn\protocols\websockets\__pycache__,45879,44.80 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pkg_resources\_vendor\__pycache__,45638,44.57 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\fastapi\dependencies\__pycache__,45427,44.36 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\cell\__pycache__,43998,42.97 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\_typing\__pycache__,42768,41.77 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\operations\install\__pycache__,42707,41.71 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\colorama\__pycache__,42365,41.37 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\colorama\__pycache__,42293,41.30 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\utils\__pycache__,41766,40.79 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\io\sas\__pycache__,41455,40.48 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\methods\__pycache__,41218,40.25 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\uvicorn\supervisors\__pycache__,40342,39.40 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\operations\build,40261,39.32 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\_numba\__pycache__,40238,39.29 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\pygments\filters\__pycache__,40103,39.16 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\io\parser\usecols\__pycache__,39463,38.54 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pydantic\experimental\__pycache__,39432,38.51 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\config\__pycache__,39014,38.10 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\locations\__pycache__,38658,37.75 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\matrixlib\__pycache__,38267,37.37 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\webencodings\__pycache__,38124,37.23 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\window\moments\__pycache__,37490,36.61 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\datetimes\__pycache__,37336,36.46 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\indexers\__pycache__,37320,36.45 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docx\parts\__pycache__,36874,36.01 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docx\enum\__pycache__,36571,35.71 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\primitives\__pycache__,36409,35.56 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\_utils\__pycache__,36298,35.45 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__,36182,35.33 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\tomli\__pycache__,36154,35.31 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\annotated_types\__pycache__,36011,35.17 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\masked\__pycache__,35910,35.07 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docx\styles\__pycache__,35673,34.84 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\interval\__pycache__,35279,34.45 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Scripts\__pycache__,34691,33.88 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\et_xmlfile\__pycache__,34245,33.44 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\io\clipboard\__pycache__,33918,33.12 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sqlalchemy\connectors\__pycache__,33310,32.53 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\errors\__pycache__,33301,32.52 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__pycache__,32797,32.03 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pytesseract\__pycache__,32074,31.32 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\indexes\timedeltas\methods\__pycache__,31403,30.67 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__,30999,30.27 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\tseries\holiday\__pycache__,30410,29.70 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\reader\__pycache__,30332,29.62 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\tseries\frequencies\__pycache__,29981,29.28 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\__pycache__,29927,29.23 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__,29912,29.21 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\indexing\interval\__pycache__,29431,28.74 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\formula\__pycache__,29327,28.64 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\scalar\interval\__pycache__,29143,28.46 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram\__pycache__,28787,28.11 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\mako\ext\__pycache__,28374,27.71 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\writer\__pycache__,28233,27.57 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\primitives\kdf\__pycache__,28166,27.51 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\primitives\ciphers\__pycache__,28054,27.40 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pkg_resources\_vendor\pyparsing\diagram\__pycache__,28007,27.35 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__pycache__,28004,27.35 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\mako\testing\__pycache__,27184,26.55 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\text\__pycache__,26609,25.99 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__pycache__,26597,25.97 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\markupsafe\__pycache__,26456,25.84 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\period\__pycache__,26242,25.63 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\compat\__pycache__,26129,25.52 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\_numba\kernels\__pycache__,25560,24.96 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\operations\build\__pycache__,25478,24.88 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\util\version\__pycache__,24931,24.35 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\websockets\extensions\__pycache__,24743,24.16 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sqlalchemy\ext\declarative\__pycache__,24684,24.11 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\ctypeslib\__pycache__,24085,23.52 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__,24008,23.45 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\timedeltas\__pycache__,23746,23.19 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\__pycache__,23580,23.03 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\__pycache__,21918,21.40 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\uvicorn\middleware\__pycache__,21529,21.02 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\f2py\_backends\__pycache__,21452,20.95 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\arrays\numpy_\__pycache__,19479,19.02 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\chartsheet\__pycache__,19334,18.88 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\copy_view\index\__pycache__,19319,18.87 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\typing\tests\__pycache__,18548,18.11 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pydantic\plugin\__pycache__,18431,18.00 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__,17774,17.36 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\comments\__pycache__,17772,17.36 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__pycache__,17650,17.24 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\formatting\__pycache__,17233,16.83 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\core\__pycache__,16960,16.56 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\compat\numpy\__pycache__,16939,16.54 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\core\util\__pycache__,16877,16.48 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\charset_normalizer\cli\__pycache__,16360,15.98 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\indexes\object\__pycache__,16288,15.91 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\typing\__pycache__,16217,15.84 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\distributions\__pycache__,16085,15.71 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\scalar\timedelta\methods\__pycache__,15859,15.49 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\babel\localtime\__pycache__,15054,14.70 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\lxml\isoschematron\__pycache__,14581,14.24 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\backends\openssl\__pycache__,14210,13.88 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\api\__pycache__,13993,13.67 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\testing\__pycache__,13406,13.09 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\dateutil\zoneinfo\__pycache__,13090,12.78 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\bindings\openssl\__pycache__,12646,12.35 KB
FILE,E:\DumpStack.log.tmp,12288,12.00 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\extension\date\__pycache__,11968,11.69 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\_distutils_hack\__pycache__,11473,11.20 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__,11305,11.04 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\chardet\metadata\__pycache__,11012,10.75 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\random\__pycache__,10962,10.71 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\extension\list\__pycache__,10434,10.19 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__pycache__,10170,9.93 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\xml\__pycache__,10117,9.88 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\uvicorn\lifespan\__pycache__,9723,9.50 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\primitives\twofactor\__pycache__,9055,8.84 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\compat\__pycache__,8147,7.96 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\extension\array_with_attr\__pycache__,8115,7.92 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\workbook\external_link\__pycache__,7944,7.76 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\random\_examples\numba\__pycache__,7027,6.86 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docx\dml\__pycache__,6322,6.17 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\decrepit\ciphers\__pycache__,6162,6.02 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\doc\__pycache__,5619,5.49 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\alembic\templates\multidb\__pycache__,5520,5.39 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\_pyinstaller\tests\__pycache__,5348,5.22 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sniffio\_tests\__pycache__,5256,5.13 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__,4678,4.57 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\chardet\cli\__pycache__,4541,4.43 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\random\_examples\cffi\__pycache__,4474,4.37 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_vendor\certifi\__pycache__,4441,4.34 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\setuptools\extern\__pycache__,4396,4.29 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pkg_resources\extern\__pycache__,4318,4.22 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\cryptography\hazmat\asn1\__pycache__,4203,4.10 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\__pycache__,4164,4.07 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sniffio\__pycache__,4149,4.05 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\httptools\parser\__pycache__,3860,3.77 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\alembic\templates\async\__pycache__,3852,3.76 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\uvicorn\protocols\__pycache__,3755,3.67 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docx\drawing\__pycache__,3317,3.24 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sqlalchemy\dialects\__pycache__,3179,3.10 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\docx\opc\parts\__pycache__,3163,3.09 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\alembic\templates\generic\__pycache__,3014,2.94 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\rapidfuzz\__pyinstaller\__pycache__,2896,2.83 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\_libs\tslibs\__pycache__,2400,2.34 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\uvicorn\loops\__pycache__,2366,2.31 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\fastapi\middleware\__pycache__,1695,1.66 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\arrays\__pycache__,1609,1.57 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pip\_internal\resolution\__pycache__,1575,1.54 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\tests\construction\__pycache__,1442,1.41 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\_core\tests\examples\cython\__pycache__,1401,1.37 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\api\typing\__pycache__,1375,1.34 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\openpyxl\__pycache__,1347,1.32 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\greenlet\__pycache__,1340,1.31 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\numpy\_pyinstaller\__pycache__,1206,1.18 KB
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\sqlalchemy\future\__pycache__,970,970 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\pandas\api\extensions\__pycache__,934,934 B
DIR,E:\Bots\docgen_backend_minimal_v2\venv\Lib\site-packages\_yaml\__pycache__,932,932 B
